"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00468893","2000-03-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   33",",,0,0700","    0",",,0","    0",",,0","  256",",,0","   17",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   89",",,0,0700","    0",",,0","    0",",,0","  194",",,0","   17",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  155",",,0,0700","    3",",,0","    0","T,,0","   78",",,0","   -6",",,0",,,,,,,"   -6",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0","T,,0","    0",",,0","   61",",,0","  -72",",,0",,,,,,,"  -61",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   89",",,0","  -61",",,0",,,,,,,"  -33",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  178",",,0","  -33",",,0",,,,,,,"    6",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0",",,0","    0",",,0","  228",",,0","    6",",,0",,,,,,,"   89",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  112",",,0,0700","    0",",,0","    0",",,0","  128",",,0","   17",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   10",",,0,0700","    0","T,,0","    0",",,0","   61",",,0","  -44",",,0",,,,,,,"  -17",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  133",",,0","  -33",",,0",,,,,,,"   72",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   58",",,0,0700","    0",",,0","    0",",,0","  172",",,0","   72",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  155",",,0,0700","    0",",,0","    0",",,0","  133",",,0","   67",",,0",,,,,,,"   67",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0",",,0","    0",",,0","  117",",,0","   22",",,0",,,,,,,"   28",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  167",",,0","   11",",,0",,,,,,,"   11",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-03-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  206",",,0","   11",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  267",",,0","   44",",,0",,,,,,,"  139",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  261",",,0","   44",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  206",",,0","   17",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   18",",,0,0700","    0",",,0","    0",",,0","  167",",,0","    0",",,0",,,,,,,"   33",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   53",",,0,0700","    0",",,0","    0",",,0","  106",",,0","   33",",,0",,,,,,,"   39",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  144",",,0","    0",",,0",,,,,,,"   56",",,0,0700",,,,,,,,,,
"USC00468893","2000-03-31","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  172",",,0","  -28",",,0",,,,,,,"  -28",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  178",",,0","  -33",",,0",,,,,,,"  -28",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0",",,0","    0",",,0","  250",",,0","  -28",",,0",,,,,,,"   33",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   30",",,0,0700","    0",",,0","    0",",,0","  211",",,0","   33",",,0",,,,,,,"  139",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  262",",,0,0700","    0",",,0","    0",",,0","  233",",,0","   83",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   23",",,0,0700","    0","T,,0","    0",",,0","  106",",,0","  -11",",,0",,,,,,,"  -11",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  150",",,0","  -11",",,0",,,,,,,"  144",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,,,"   67",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   51",",,0,0700","    0",",,0","    0",",,0","  278",",,0","   61",",,0",,,,,,,"  117",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   89",",,0,0700","    0","T,,0","    0",",,0","  117",",,0","  -11",",,0",,,,,,,"    6",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  128",",,0","    6",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  194",",,0","   17",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   76",",,0,0700","    0",",,0","    0",",,0","  183",",,0","   28",",,0",,,,,,,"   28",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   83",",,0","  -11",",,0",,,,,,,"   -6",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  167",",,0","   -6",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  256",",,0","   17",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    3",",,0,0700","    0",",,0","    0",",,0","  256",",,0","   72",",,0",,,,,,,"  139",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   51",",,0,0700","    0",",,0","    0",",,0","  239",",,0","  128",",,0",,,,,,,"  133",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  292",",,0,0700","    0",",,0","    0",",,0","  211",",,0","   83",",,0",,,,,,,"   83",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-04-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   25",",,0,0700","    0",",,0","    0",",,0","  100",",,0","   78",",,0",,,,,,,"  100",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  178",",,0","   61",",,0",,,,,,,"   61",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   46",",,0,0700","    0",",,0","    0",",,0","  289",",,0","   61",",,0",,,,,,,"  128",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-04-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   81",",,0,0700","    0",",,0","    0",",,0","  128",",,0","   56",",,0",,,,,,,"   61",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0",",,0","    0",",,0","  100",",,0","   22",",,0",,,,,,,"   28",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  194",",,0","   28",",,0",,,,,,,"   78",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  145",",,0,0700","    0",",,0","    0",",,0","  133",",,0","   78",",,0",,,,,,,"   94",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   28",",,0,0700","    0",",,0","    0",",,0","  167",",,0","   17",",,0",,,,,,,"   22",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  178",",,0","   -6",",,0",,,,,,,"    0",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  206",",,0","    0",",,0",,,,,,,"   17",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-04-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  233",",,0","   17",",,0",,,,,,,"   56",",,0,0700",,,,,,,,,,
"USC00468893","2000-04-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  222",",,0","   22",",,0",,,,,,,"   28",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","   28",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   86",",,0,0700","    0","P,,0","    0","P,,0","  272",",,0","   44",",,0",,,,,,,"  128",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","   56",",,0",,,,,,,"   56",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-05-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","   56",",,0",,,,,,,"  156",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-05-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-05-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-05-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0",,,,,,,,,,,"  156",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  300",",,0","  150",",,0",,,,,,,"  194",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  300",",,0","  167",",,0",,,,,,,"  228",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","   56",",,0",,,,,,,"   67",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  278",",,0","   67",",,0",,,,,,,"  156",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  311",",,0","  156",",,0",,,,,,,"  228",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   38",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   72",",,0",,,,,,,"  111",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  194",",,0","   33",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  206",",,0","   33",",,0",,,,,,,"   39",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-05-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   13",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   39",",,0",,,,,,,"   94",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-05-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","   94",",,0",,,,,,,"  133",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0","  311",",,0","  133",",,0",,,,,,,"  244",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  203",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","  172",",,0",,,,,,,"  172",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-05-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   28",",,0,0700","    0","P,,0","    0","P,,0","  217",",,0","  133",",,0",,,,,,,"  139",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  228",",,0","  139",",,0",,,,,,,"  150",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,,,,,,,,,"    2",",,0","  147",",,0",,,"  161",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   43",",,0,0700","    0","P,,0",,,"  283",",,0","  161",",,0",,,,,,,"  161",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0","P,,0",,,"  244",",,0","   83",",,0",,,,,,,"   94",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-05-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0","P,,0",,,"  256",",,0","   94",",,0",,,,,,,"  172",",,0,0700",,,,,,,,,,
"USC00468893","2000-05-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  439",",,0,0700","    0","P,,0",,,"  228",",,0","  172",",,0",,,,,,,"  189",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-05-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   43",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","  139",",,0",,,,,,,"  150",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-05-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    8",",,0,0700","    0","P,,0","    0","P,,0","  194",",,0","  111",",,0",,,,,,,"  128",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-05-31","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  117",",,0",,,,,,,"  122",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  283",",,0","  122",",,0",,,,,,,"  189",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  300",",,0","  172",",,0",,,,,,,"  178",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  137",",,0,0700","    0","P,,0","    0","P,,0","  300",",,0","  156",",,0",,,,,,,"  161",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-06-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","  100",",,0",,,,,,,"  128",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  256",",,0","  128",",,0",,,,,,,"  133",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  122",",,0",,,,,,,"  122",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  161",",,0","   67",",,0",,,,,,,"   78",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","   78",",,0",,,,,,,"   94",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  300",",,0","   94",",,0",,,,,,,"  194",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  311",",,0","  194",",,0",,,,,,,"  217",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,,,"  228",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,,,"  206",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  317",",,0","  194",",,0",,,,,,,"  194",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  333",",,0","  189",",,0",,,,,,,"  206",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   61",",,0,0700","    0","P,,0","    0","P,,0","  317",",,0","  178",",,0",,,,,,,"  183",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-06-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   71",",,0,0700","    0","P,,0","    0","P,,0","  289",",,0","  178",",,0",,,,,,,"  211",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-06-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0","  300",",,0","  194",",,0",,,,,,,"  194",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  244",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","  194",",,0",,,,,,,"  217",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-06-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  165",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  178",",,0",,,,,,,"  178",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   28",",,0,0700","    0","P,,0","    0","P,,0","  239",",,0","  161",",,0",,,,,,,"  167",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-06-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   18",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","  167",",,0",,,,,,,"  211",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  282",",,0,0700","    0","P,,0","    0","P,,0","  311",",,0","  178",",,0",,,,,,,"  194",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-06-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  283",",,0","  178",",,0",,,,,,,"  178",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-06-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-06-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-06-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-06-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,"    5",",,0","  180",",,0",,,,,,,,,,,,,,
"USC00468893","2000-06-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,"  183",",,0,0700",,,,,,,,,,
"USC00468893","2000-06-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  128",",,0",,,,,,,"  133",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-07-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  133",",,0",,,,,,,"  144",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  278",",,0","  128",",,0",,,,,,,"  167",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","  156",",,0",,,,,,,"  167",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  554",",,0,0700","    0","P,,0","    0","P,,0","  306",",,0","  167",",,0",,,,,,,"  217",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","2000-07-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    8",",,0,0700","    0","P,,0","    0","P,,0","  289",",,0","  217",",,0",,,,,,,"  217",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  211",",,0,0700","    0","P,,0","    0","P,,0","  250",",,0","  178",",,0",,,,,,,"  183",",,0,0700","    1",",,0","    1",",,0",,,,,,
"USC00468893","2000-07-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","  167",",,0",,,,,,,"  172",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  278",",,0","  133",",,0",,,,,,,"  133",",I,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-07-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  283",",,0","  144",",I,0",,,,,,,"  144",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","2000-07-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  311",",,0","  144",",,0",,,,,,,"  267",",,0,0700",,,,,,,,,,
"USC00468893","2000-07-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-07-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","2000-07-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
